ID,Loại,Mã sản phẩm,Tên,Mô tả ngắn,Mô tả,Giá khuyến mãi,Giá bán thường,Danh mục,Hình ảnh,Meta: site-sidebar-layout,Meta: site-content-layout,Meta: theme-transparent-header-meta,Meta: _yoast_wpseo_primary_product_cat,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _wp_page_template,Meta: _uag_css_file_name,Meta: _wxr_import_user_slug,Meta: _astra_sites_imported_post,Meta: _astra_sites_enable_for_batch,Meta: ast-site-content-layout,Meta: site-content-style,Meta: site-sidebar-style,Meta: astra-migrate-meta-layouts,Meta: _wp_old_date

637,simple,,Đèn sàn gỗ màu đen Nocturne Spire,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
\n<td></td>
\n<td></td>
\n</tr>
\n<tr>
\n<td>Kích thước</td>
\n<td>H1300 × D340 mm</td>
\n</tr>
\n<tr>
\n<td>Chất liệu</td>
\n<td>Gỗ tự nhiên, chao vải</td>
\n</tr>
\n<tr>
\n<td>Màu sắc</td>
\n<td>Đen</td>
\n</tr>
\n<tr>
\n<td>Loại bóng đèn</td>
\n<td>Đui E27</td>
\n</tr>
\n<tr>
\n<td>Điện áp sử dụng</td>
\n<td>220V–50Hz</td>
\n</tr>
\n<tr>
\n<td>Màu ánh sáng</td>
\n<td>Ánh sáng vàng</td>
\n</tr>
\n<tr>
\n<td>Công tắc</td>
\n<td>Công tắc trên dây điện</td>
\n</tr>
\n<tr>
\n<td>Phạm vi sử dụng</td>
\n<td>Trong nhà</td>
\n</tr>
\n</tbody>
\n</table>","<p class=""PDq2pG_selectionAnchorContainer"" data-start=""501"" data-end=""816""><strong data-start=""501"" data-end=""538"">Đèn sàn gỗ màu đen Nocturne Spire</strong> mang ngôn ngữ thiết kế trầm, sắc nét và giàu tính điêu khắc. Phần thân đèn bằng gỗ có dáng thuôn cao, mở rộng dần về phía chân đế như một cột tháp tối giản. Toàn bộ thân và chao đèn được phối đồng màu đen, tạo nên một đường nét liền mạch và nổi bật khi đặt trên nền tường sáng.</p>
\n<p data-start=""818"" data-end=""1066"">Thân gỗ màu đen mờ kết hợp với chân đế tròn mang lại cảm giác vững chãi nhưng vẫn thanh thoát. Bề mặt tối màu giúp tôn lên hình dáng đặc trưng của thân đèn, đồng thời dễ kết hợp với nội thất gỗ, kim loại đen, đá, bê tông và các bảng màu trung tính.</p>
\n<p data-start=""1068"" data-end=""1398"">Điểm đặc biệt của Nocturne Spire nằm ở phần chao vải hình trụ màu đen. Khi sử dụng cùng bóng E27 ánh sáng vàng, chao đèn hạn chế ánh sáng xuyên ngang và tập trung hiệu ứng hắt sáng lên phía trên và xuống dưới. Những quầng sáng mềm trên tường giúp tạo chiều sâu, mang lại bầu không khí yên tĩnh và có phần kịch tính cho không gian.</p>
\n<p data-start=""1400"" data-end=""1698"">Với kích thước <strong data-start=""1415"" data-end=""1434"">H1300 × D340 mm</strong>, mẫu đèn có tỷ lệ gọn hơn những loại đèn sàn thân cao thông thường. Sản phẩm phù hợp đặt trong góc phòng khách, cạnh sofa, phòng ngủ, sảnh nhỏ, bên chân cầu thang hoặc tại những vị trí cần bổ sung ánh sáng trang trí nhưng không muốn chiếm quá nhiều diện tích sàn.</p>
\n<p data-start=""1700"" data-end=""1964"">Tông đen đơn sắc và kiểu dáng điêu khắc giúp Nocturne Spire phù hợp với không gian hiện đại, Minimalist, Contemporary, Wabi Sabi hoặc nội thất sử dụng gam đen–trắng. Đây là nguồn sáng bổ trợ và tạo không khí, không thay thế hệ thống chiếu sáng chính của căn phòng.</p>
\n<p data-start=""1966"" data-end=""2191"">Sản phẩm sử dụng <strong data-start=""1983"" data-end=""1999"">đui bóng E27</strong> phổ biến, cho phép người dùng chủ động lựa chọn bóng phù hợp. Nguồn điện <strong data-start=""2073"" data-end=""2086"">220V–50Hz</strong> tương thích với hệ thống điện tại Việt Nam. Công tắc được bố trí trên dây điện để bật và tắt thuận tiện.</p>
\n
\n<h3 data-section-id=""srfjgi"" data-start=""2193"" data-end=""2214"">Thông tin sử dụng</h3>
\n<ul data-start=""2216"" data-end=""2799"">
\n 	<li data-section-id=""14yieaa"" data-start=""2216"" data-end=""2243"">Sử dụng bóng đèn đui E27.</li>
\n 	<li data-section-id=""3l6y9d"" data-start=""2244"" data-end=""2293"">Khuyến nghị bóng LED ánh sáng vàng 2700K–3000K.</li>
\n 	<li data-section-id=""1nltvpe"" data-start=""2294"" data-end=""2325"">Sử dụng nguồn điện 220V–50Hz.</li>
\n 	<li data-section-id=""93uw6s"" data-start=""2326"" data-end=""2367"">Bật và tắt bằng công tắc trên dây điện.</li>
\n 	<li data-section-id=""1j950ng"" data-start=""2368"" data-end=""2396"">Phù hợp sử dụng trong nhà.</li>
\n 	<li data-section-id=""8dd7rd"" data-start=""2397"" data-end=""2452"">Đặt đèn trên bề mặt khô ráo, bằng phẳng và chắc chắn.</li>
\n 	<li data-section-id=""9db1ic"" data-start=""2453"" data-end=""2516"">Không đặt đèn tại vị trí cản trở lối đi hoặc quá sát rèm cửa.</li>
\n 	<li data-section-id=""dslyw2"" data-start=""2517"" data-end=""2568"">Ngắt nguồn điện trước khi thay bóng hoặc vệ sinh.</li>
\n 	<li data-section-id=""2ntkdu"" data-start=""2569"" data-end=""2618"">Vệ sinh thân gỗ bằng khăn mềm, khô hoặc hơi ẩm.</li>
\n 	<li data-section-id=""1bjbiej"" data-start=""2619"" data-end=""2685"">Làm sạch chao vải bằng chổi mềm hoặc máy hút bụi ở lực hút thấp.</li>
\n 	<li data-section-id=""1ornqfa"" data-start=""2686"" data-end=""2745"">Không sử dụng hóa chất tẩy mạnh trên thân gỗ và chao đèn.</li>
\n 	<li data-section-id=""17n3pxn"" data-start=""2746"" data-end=""2799"">Ưu tiên bóng LED tỏa nhiệt thấp để bảo vệ chao vải.</li>
\n</ul>
\n<h3 data-section-id=""dwb8h"" data-start=""2801"" data-end=""2835"">Chính sách bảo hành và đổi trả</h3>
\n<ul data-start=""2837"" data-end=""3217"">
\n 	<li data-section-id=""1w8ndz"" data-start=""2837"" data-end=""2922"">Bảo hành <strong data-start=""2848"" data-end=""2859"">6 tháng</strong> đối với các lỗi kỹ thuật thuộc phạm vi bảo hành của An Lights.</li>
\n 	<li data-section-id=""1i43myb"" data-start=""2923"" data-end=""3004"">Hỗ trợ <strong data-start=""2932"" data-end=""2966"">đổi mới 1:1 trong vòng 15 ngày</strong> theo điều kiện đổi trả của An Lights.</li>
\n 	<li data-section-id=""1c8twy9"" data-start=""3005"" data-end=""3140"">Sản phẩm đổi trả cần giữ nguyên hiện trạng, đầy đủ phụ kiện và không có dấu hiệu hư hỏng do sử dụng sai cách hoặc tác động ngoại lực.</li>
\n 	<li data-section-id=""k1xkdl"" data-start=""3141"" data-end=""3217"">Sai khác nhẹ trên bề mặt vật liệu tự nhiên không được xem là lỗi sản phẩm.</li>
\n</ul>
\n<h3 data-section-id=""f16rj4"" data-start=""3219"" data-end=""3244"">Chính sách vận chuyển</h3>
\n<ul data-start=""3246"" data-end=""3628"">
\n 	<li data-section-id=""1p9scda"" data-start=""3246"" data-end=""3275"">Hỗ trợ giao hàng toàn quốc.</li>
\n 	<li data-section-id=""mh0web"" data-start=""3276"" data-end=""3332"">Sản phẩm được đóng gói và gia cố trước khi vận chuyển.</li>
\n 	<li data-section-id=""1hc8hva"" data-start=""3333"" data-end=""3446"">Thời gian và chi phí giao hàng được xác định theo địa chỉ nhận hàng, kích thước kiện hàng và đơn vị vận chuyển.</li>
\n 	<li data-section-id=""sd70ye"" data-start=""3447"" data-end=""3517"">Khách hàng nên kiểm tra tình trạng bên ngoài của kiện hàng khi nhận.</li>
\n 	<li data-section-id=""1jfpg92"" data-start=""3518"" data-end=""3628"">Nếu kiện hàng có dấu hiệu móp, rách hoặc va đập, khách hàng nên quay video trước và trong quá trình mở kiện.</li>
\n</ul>",,2500000,"Chưa phân loại, Sản Phẩm > Đèn Sàn, Sản Phẩm","https://anlights.com/wp-content/uploads/2026/07/z6179582690951_67f3c81825d1f78d8c2e08f4a008de60-Sao-chep-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/z6179582662385_6ee73271489a2d5a0f7371061f938ad3-Sao-chep.jpg, https://anlights.com/wp-content/uploads/2026/07/z6179582682418_bd8ae1eef03979114973cebde4d7de99-Sao-chep.jpg, https://anlights.com/wp-content/uploads/2026/07/z6179582690951_67f3c81825d1f78d8c2e08f4a008de60-Sao-chep-scaled.jpg",default,,default,,,,default,,,,,default,default,default,set,

642,simple,,Đèn sàn gỗ tự nhiên Sculpted Rhythm,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
\n<td>Mã sản phẩm</td>
\n<td>DS-0007</td>
\n</tr>
\n<tr>
\n<td>Kích thước</td>
\n<td>H1400 × D340 mm</td>
\n</tr>
\n<tr>
\n<td>Chất liệu</td>
\n<td>Gỗ tự nhiên, chao vải</td>
\n</tr>
\n<tr>
\n<td>Màu sắc</td>
\n<td>Thân nâu đen, chao nâu xám</td>
\n</tr>
\n<tr>
\n<td>Kiểu thân</td>
\n<td>Tạo hình nhiều tầng</td>
\n</tr>
\n<tr>
\n<td>Loại bóng đèn</td>
\n<td>Đui E27</td>
\n</tr>
\n<tr>
\n<td>Điện áp sử dụng</td>
\n<td>220V–50Hz</td>
\n</tr>
\n<tr>
\n<td>Màu ánh sáng</td>
\n<td>Ánh sáng vàng</td>
\n</tr>
\n<tr>
\n<td>Công tắc</td>
\n<td>Công tắc trên dây điện</td>
\n</tr>
\n<tr>
\n<td>Phạm vi sử dụng</td>
\n<td>Trong nhà</td>
\n</tr>
\n</tbody>
\n</table>","<p class=""PDq2pG_selectionAnchorContainer"" data-start=""313"" data-end=""612""><strong data-start=""313"" data-end=""360"">Đèn sàn gỗ tự nhiên Sculpted Rhythm DS-0007</strong> nổi bật với phần thân được tạo hình thành nhiều khối tròn thuôn nối tiếp nhau. Các đường cong lặp lại theo phương đứng tạo nên nhịp điệu thị giác rõ ràng, giúp chiếc đèn vừa là nguồn sáng trang trí vừa mang dáng dấp của một tác phẩm điêu khắc bằng gỗ.</p>
\n<p data-start=""614"" data-end=""953"">Thân đèn có màu nâu đen trầm, kết hợp cùng chân đế tròn để tạo cảm giác chắc chắn và cân bằng. Những khối gỗ phình–thắt được sắp xếp liên tục giúp bề mặt có chiều sâu hơn so với các mẫu đèn cây thân thẳng thông thường. Thiết kế mang nét cổ điển nhưng đã được tiết chế chi tiết, phù hợp với cả không gian truyền thống lẫn nội thất hiện đại.</p>
\n<p data-start=""955"" data-end=""1246"">Phần chao vải hình trụ màu nâu xám tạo sự đồng điệu với sắc gỗ. Khi kết hợp cùng bóng E27 ánh sáng vàng, chao đèn giúp làm mềm nguồn sáng và tạo quầng sáng ấm ở phía trên, phía dưới. Hiệu ứng này phù hợp để tạo không khí thư giãn cho phòng khách, phòng ngủ, góc sofa hoặc khu vực tiếp khách.</p>
\n<p data-start=""1248"" data-end=""1513"">Với kích thước <strong data-start=""1263"" data-end=""1282"">H1400 × D340 mm</strong>, Sculpted Rhythm tạo điểm nhấn theo chiều cao nhưng không chiếm quá nhiều diện tích sàn. Đèn có thể đặt cạnh sofa, bàn console, ghế đọc sách, trong góc phòng khách, phòng ngủ, sảnh nhỏ, homestay hoặc không gian trưng bày nội thất.</p>
\n<p data-start=""1515"" data-end=""1805"">Kiểu thân gỗ tạo hình giàu nhịp điệu giúp sản phẩm phù hợp với phong cách Rustic, Vintage, Transitional, Đông Dương hoặc cổ điển đương đại. Khi phối cùng nội thất gỗ tự nhiên, bàn mặt gỗ nguyên tấm, sofa màu kem và cây xanh, chiếc đèn tạo nên cảm giác ấm áp, gần gũi nhưng vẫn có nét riêng.</p>
\n<p data-start=""1807"" data-end=""2021"">Sản phẩm sử dụng <strong data-start=""1824"" data-end=""1840"">đui bóng E27</strong>, thuận tiện thay thế và lựa chọn bóng trên thị trường. Nguồn điện <strong data-start=""1907"" data-end=""1920"">220V–50Hz</strong> phù hợp với hệ thống điện tại Việt Nam. Công tắc được bố trí trên dây điện để bật và tắt thuận tiện.</p>
\n<p data-start=""2023"" data-end=""2221"">Do sử dụng vật liệu gỗ tự nhiên, sắc độ, đường vân và chi tiết bề mặt giữa các sản phẩm có thể chênh lệch nhẹ. Đây là đặc trưng của vật liệu, đồng thời góp phần tạo nên nét riêng cho từng chiếc đèn.</p>
\n
\n<h3 data-section-id=""srfjgi"" data-start=""2223"" data-end=""2244"">Thông tin sử dụng</h3>
\n<ul data-start=""2246"" data-end=""2822"">
\n 	<li data-section-id=""14yieaa"" data-start=""2246"" data-end=""2273"">Sử dụng bóng đèn đui E27.</li>
\n 	<li data-section-id=""3l6y9d"" data-start=""2274"" data-end=""2323"">Khuyến nghị bóng LED ánh sáng vàng 2700K–3000K.</li>
\n 	<li data-section-id=""1nltvpe"" data-start=""2324"" data-end=""2355"">Sử dụng nguồn điện 220V–50Hz.</li>
\n 	<li data-section-id=""93uw6s"" data-start=""2356"" data-end=""2397"">Bật và tắt bằng công tắc trên dây điện.</li>
\n 	<li data-section-id=""1j950ng"" data-start=""2398"" data-end=""2426"">Phù hợp sử dụng trong nhà.</li>
\n 	<li data-section-id=""8dd7rd"" data-start=""2427"" data-end=""2482"">Đặt đèn trên bề mặt khô ráo, bằng phẳng và chắc chắn.</li>
\n 	<li data-section-id=""rs9i7t"" data-start=""2483"" data-end=""2530"">Không đặt sản phẩm tại vị trí cản trở lối đi.</li>
\n 	<li data-section-id=""dslyw2"" data-start=""2531"" data-end=""2582"">Ngắt nguồn điện trước khi thay bóng hoặc vệ sinh.</li>
\n 	<li data-section-id=""2ntkdu"" data-start=""2583"" data-end=""2632"">Vệ sinh thân gỗ bằng khăn mềm, khô hoặc hơi ẩm.</li>
\n 	<li data-section-id=""1bjbiej"" data-start=""2633"" data-end=""2699"">Làm sạch chao vải bằng chổi mềm hoặc máy hút bụi ở lực hút thấp.</li>
\n 	<li data-section-id=""zzagyh"" data-start=""2700"" data-end=""2758"">Không dùng hóa chất tẩy mạnh trên bề mặt gỗ và chao đèn.</li>
\n 	<li data-section-id=""18arljm"" data-start=""2759"" data-end=""2822"">Tránh để sản phẩm tiếp xúc trực tiếp với nước hoặc độ ẩm cao.</li>
\n</ul>
\n<h3 data-section-id=""dwb8h"" data-start=""2824"" data-end=""2858"">Chính sách bảo hành và đổi trả</h3>
\n<ul data-start=""2860"" data-end=""3254"">
\n 	<li data-section-id=""1w8ndz"" data-start=""2860"" data-end=""2945"">Bảo hành <strong data-start=""2871"" data-end=""2882"">6 tháng</strong> đối với các lỗi kỹ thuật thuộc phạm vi bảo hành của An Lights.</li>
\n 	<li data-section-id=""1i43myb"" data-start=""2946"" data-end=""3027"">Hỗ trợ <strong data-start=""2955"" data-end=""2989"">đổi mới 1:1 trong vòng 15 ngày</strong> theo điều kiện đổi trả của An Lights.</li>
\n 	<li data-section-id=""1c8twy9"" data-start=""3028"" data-end=""3163"">Sản phẩm đổi trả cần giữ nguyên hiện trạng, đầy đủ phụ kiện và không có dấu hiệu hư hỏng do sử dụng sai cách hoặc tác động ngoại lực.</li>
\n 	<li data-section-id=""146r67a"" data-start=""3164"" data-end=""3254"">Sai khác nhẹ về màu sắc, đường vân và bề mặt gỗ tự nhiên không được xem là lỗi sản phẩm.</li>
\n</ul>
\n<h3 data-section-id=""f16rj4"" data-start=""3256"" data-end=""3281"">Chính sách vận chuyển</h3>
\n<ul data-start=""3283"" data-end=""3665"">
\n 	<li data-section-id=""1p9scda"" data-start=""3283"" data-end=""3312"">Hỗ trợ giao hàng toàn quốc.</li>
\n 	<li data-section-id=""mh0web"" data-start=""3313"" data-end=""3369"">Sản phẩm được đóng gói và gia cố trước khi vận chuyển.</li>
\n 	<li data-section-id=""1hc8hva"" data-start=""3370"" data-end=""3483"">Thời gian và chi phí giao hàng được xác định theo địa chỉ nhận hàng, kích thước kiện hàng và đơn vị vận chuyển.</li>
\n 	<li data-section-id=""sd70ye"" data-start=""3484"" data-end=""3554"">Khách hàng nên kiểm tra tình trạng bên ngoài của kiện hàng khi nhận.</li>
\n 	<li data-section-id=""1jfpg92"" data-start=""3555"" data-end=""3665"">Nếu kiện hàng có dấu hiệu móp, rách hoặc va đập, khách hàng nên quay video trước và trong quá trình mở kiện.</li>
\n</ul>",,2400000,"Chưa phân loại, Sản Phẩm > Đèn Sàn, Sản Phẩm","https://anlights.com/wp-content/uploads/2026/07/den-DS007-1-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-DS007-1-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-DS007-2.jpg, https://anlights.com/wp-content/uploads/2026/07/den-DS007-3.jpg, https://anlights.com/wp-content/uploads/2026/07/den-DS007-4.jpg",default,,default,,,,default,,,,,default,default,default,set,

648,simple,,Đèn sàn gỗ tự nhiên Crowned Column,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
\n<td>Mã sản phẩm</td>
\n<td>DS-0009</td>
\n</tr>
\n<tr>
\n<td>Kích thước</td>
\n<td>H1400 × D320 mm</td>
\n</tr>
\n<tr>
\n<td>Chất liệu</td>
\n<td>Gỗ tự nhiên, chao vải</td>
\n</tr>
\n<tr>
\n<td>Màu sắc</td>
\n<td>Thân đen, chao màu kem</td>
\n</tr>
\n<tr>
\n<td>Kiểu thân</td>
\n<td>Thân cột, chi tiết tạo hình cổ điển</td>
\n</tr>
\n<tr>
\n<td>Loại bóng đèn</td>
\n<td>Đui E27</td>
\n</tr>
\n<tr>
\n<td>Điện áp sử dụng</td>
\n<td>220V–50Hz</td>
\n</tr>
\n<tr>
\n<td>Màu ánh sáng</td>
\n<td>Ánh sáng vàng</td>
\n</tr>
\n<tr>
\n<td>Công tắc</td>
\n<td>Công tắc trên dây điện</td>
\n</tr>
\n<tr>
\n<td>Phạm vi sử dụng</td>
\n<td>Trong nhà</td>
